,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,127421.724,14587.201999999896,142008.9259999999,10.0
2,aten::embedding,212.027999999996,29.50499999998698,241.53299999998296,10.0
3,layernormfn,17097.372000000025,478.2169999998567,17575.58899999988,250.0
4,aten::linear,3537.9829999999884,4533.579000000233,8071.562000000221,250.0
5,aten::to,2621.187000000019,300.7669999999424,2921.953999999961,240.0
6,aten::exp,2310.345999999966,240.5470000000381,2550.893000000004,240.0
7,aten::neg,1284.6190000000863,222.28199999998293,1506.9010000000692,240.0
8,aten::reshape,190.9310000001045,0.0,190.9310000001045,240.0
9,mambasplitconv1dscancombinedfn,87265.20900000006,8757.313999999862,96022.52299999991,240.0
10,cudadevicesynchronize,1091.2950000000071,24.99099999999453,1116.286000000002,10.0
0,GEMM,3537.9829999999884,4533.579000000233,8071.562000000221,
0,NonGEMM,23716.483000000197,1271.317999999807,24987.801000000003,
0,SSM_Scan,87265.20900000006,8757.313999999862,96022.52299999991,
