,name,cpu_time (us),cuda_time (us),total_time (us),count
4,aten::linear,3537.9829999999884,4533.579000000233,8071.562000000221,250.0
0,GEMM,3537.9829999999884,4533.579000000233,8071.562000000221,
0,Inference,127421.724,14587.201999999896,142008.9259999999,
