,name,cpu_time (us),cuda_time (us),total_time (us),count
9,mambasplitconv1dscancombinedfn,91540.82600000092,1146612.9060000011,1238153.7320000022,240.0
0,SSM_Scan,91540.82600000092,1146612.9060000011,1238153.7320000022,
0,Inference,2091420.052,2088471.582,4179891.634,
