,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,2.0,aten::embedding,209.6910000000127,29.56899999999324,239.260000000006,10.0
1,2.0,embedding,209.6910000000127,29.56899999999324,239.260000000006,10.0
