,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,6.0,aten::exp,1628.6800000000835,259.06700000009937,1887.747000000183,240.0
1,7.0,aten::neg,1294.9910000000732,238.3709999998402,1533.3619999999137,240.0
2,13.0,arithmetic,2923.6710000001567,497.43799999993956,3421.109000000097,480.0
