,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,4472333.125,4377331.674000032,8849664.799000032,10.0
2,aten::embedding,335.4849999999232,724.5849999999213,1060.0699999998444,10.0
3,aten::clone,289.1760000006018,3019.1449999994893,3308.321000000091,20.0
4,aten::zeros,4183.70599999671,717.8120000003689,4901.517999997079,760.0
5,aten::empty,150.08799999529958,0.0,150.08799999529958,760.0
6,aten::to,4896.65699999229,711.3969999984956,5608.053999990786,1210.0
7,aten::lift_fresh,19.79199999701825,0.0,19.79199999701825,760.0
8,aten::detach_,262.6740000024697,0.0,262.6740000024697,760.0
9,aten::arange,188.13399999998887,19.3600000006943,207.4940000006832,20.0
10,aten::unsqueeze,199.3060000004691,0.0,199.3060000004691,200.0
11,aten::select,23.653999999673037,0.0,23.653999999673037,10.0
12,aten::add,4205.075999997425,158501.6519999984,162706.7279999958,810.0
13,aten::item,4340.1839999996455,17.696000000692038,4357.8800000003375,20.0
14,aten::full,69.92400000021371,1332.4010000001676,1402.3250000003814,10.0
15,aten::triu,91.24499999995942,2939.207000000111,3030.4520000000703,10.0
16,aten::reshape,89.14300000137018,0.0,89.14300000137018,70.0
17,aten::gt,93.91000000007308,1058.542000000203,1152.452000000276,10.0
18,aten::mul_,68.18399999991834,3499.950000000299,3568.1340000002174,10.0
19,aten::slice,1133.7949999967343,0.0,1133.7949999967343,899.0
20,aten::expand,24.83599999919943,0.0,24.83599999919943,20.0
21,aten::alias,27.54300000053695,0.0,27.54300000053695,20.0
22,aten::eq,7101.800999997934,6774.514999997147,13876.31599999508,1170.0
23,aten::mul,1684.3090000025702,66749.26200000259,68433.57100000516,340.0
24,aten::masked_fill,167.62599999961935,6368.979000000286,6536.604999999905,10.0
25,aten::copy_,5281.213999994428,5303.27199999556,10584.485999989987,770.0
26,aten::all,7463.398999985968,3987.155000005896,11450.553999991864,1150.0
27,aten::bitwise_not,77.21900000072355,13.057000000292646,90.2760000010162,10.0
28,aten::matmul,269.2240000008717,24.86499999948865,294.0890000003604,10.0
29,aten::transpose,1341.8629999943496,0.0,1341.8629999943496,1389.0
30,aten::cat,938.5720000025794,20384.56200000108,21323.13400000366,130.0
31,aten::cos,68.89600000030305,32.15999999961332,101.05599999991637,10.0
32,aten::sin,61.699999999689226,32.54600000003302,94.24599999972224,10.0
33,zamba2rmsnorm_prof,40462.9560000002,314707.63300000544,355170.5890000056,510.0
34,aten::is_nonzero,3979917.029999995,671.2680000002229,3980588.2979999953,760.0
35,aten::linear,33803.91900000064,1698367.5829999992,1732171.502,1670.0
36,aten::exp,2018.670000001518,469.44999999701486,2488.119999998533,380.0
37,aten::neg,2604.55699999906,8556.77899999822,11161.335999997278,500.0
38,aten::split_with_sizes,1917.519000007784,0.0,1917.519000007784,759.0
39,aten::pad,5123.326000002008,677.3309999998082,5800.657000001816,380.0
40,aten::squeeze,652.9430000045459,0.0,652.9430000045459,380.0
41,causalconv1dfn,6416.186000001983,55860.48900000282,62276.6750000048,380.0
42,aten::view,1097.8880000226536,0.0,1097.8880000226536,1700.0
43,mambachunkscancombinedfn,141359.63099999938,266710.36100001447,408069.9920000138,380.0
44,zamba2rmsnormgated_prof,45241.218000005305,850443.1020000116,895684.320000017,380.0
45,aten::concatenate,617.401000000842,8881.941999999908,9499.34300000075,60.0
46,aten::contiguous,1380.5029999994804,25827.253000003555,27207.756000003035,180.0
47,aten::scaled_dot_product_attention,2541.279000000548,845853.1890000002,848394.4680000008,60.0
48,aten::chunk,410.7599999998056,0.0,410.7599999998056,60.0
49,aten::gelu,383.9470000006477,17945.651999999245,18329.598999999893,60.0
50,cudadevicesynchronize,100027.85100000072,0.0,100027.85100000072,10.0
0,GEMM,43030.608000004046,2600106.126000002,2643136.7340000058,
0,NonGEMM,4126707.8289999967,1510367.6650000166,5637075.494000012,
0,SSM_Scan,141359.63099999938,266710.36100001447,408069.9920000138,
