,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,19890747.842,19869293.778000023,39760041.62000002,10.0
2,aten::embedding,5373.918000001306,40497.4009999987,45871.31900000001,10.0
3,layernormfn,253341.26499999204,784466.4290000036,1037807.6939999956,250.0
4,aten::permute,9989.851000012426,0.0,9989.851000012426,480.0
5,aten::reshape,10714.61299999826,0.0,10714.61299999826,480.0
6,aten::matmul,54216.31600000372,3828747.743000001,3882964.059000005,240.0
7,aten::to,102682.99400000642,10274.764000015191,112957.7580000216,720.0
8,aten::exp,23868.148000008885,1396.6319999686966,25264.77999997758,240.0
9,aten::neg,21657.71699998948,1090.4890000211926,22748.20600001067,240.0
10,mambainnerfn,627974.1339999911,12563932.134000018,13191906.268000009,240.0
11,aten::linear,6475.916999997033,2638888.185999995,2645364.102999992,10.0
12,cudadevicesynchronize,18608458.923,0.0,18608458.923,10.0
0,GEMM,60692.23300000075,6467635.928999996,6528328.161999997,
0,NonGEMM,427628.50600000884,837725.7150000074,1265354.2210000162,
0,SSM_Scan,627974.1339999911,12563932.134000018,13191906.268000009,
