,name,total_time (us),pct
0,GEMM,128291.80999999864,27.18474463408655
1,SSM_Scan,154053.41300000038,32.64357009550745
2,activation,733.2269999998962,0.15536914440457866
3,logit_computation,0.0,0.0
4,nomralization,104325.34100000074,22.10630401074745
5,arithmetic,49885.998000000975,10.57073024729009
6,pooling,0.0,0.0
7,interpolation,0.0,0.0
8,embedding,274.0549999999982,0.05807163520956341
9,memory,34261.45700000263,7.259925316641946
10,roi,0.0,0.0
11,other,100.44900000025302,0.02128491611238681
