,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,3.0,aten::clone,247.267999999986,274.78799999966634,522.0559999996524,20.0
1,4.0,aten::zeros,4473.434000000386,712.7699999998777,5186.204000000264,760.0
2,5.0,aten::empty,142.4989999994218,0.0,142.4989999994218,760.0
3,6.0,aten::to,4971.462999996478,682.8799999982618,5654.34299999474,1210.0
4,8.0,aten::detach_,262.5699999997353,0.0,262.5699999997353,760.0
5,9.0,aten::arange,186.1719999995821,16.86499999988041,203.03699999946247,20.0
6,10.0,aten::unsqueeze,215.1780000007213,0.0,215.1780000007213,200.0
7,11.0,aten::select,25.9880000001217,0.0,25.9880000001217,10.0
8,13.0,aten::item,1041.3460000002488,17.407999999475578,1058.7539999997243,20.0
9,14.0,aten::full,70.21999999979903,192.0960000001278,262.3159999999268,10.0
10,16.0,aten::reshape,83.39899999985323,0.0,83.39899999985323,70.0
11,19.0,aten::slice,1137.123999998973,0.0,1137.123999998973,900.0
12,20.0,aten::expand,27.991000000131635,0.0,27.991000000131635,20.0
13,21.0,aten::alias,19.764999999969177,0.0,19.764999999969177,20.0
14,24.0,aten::masked_fill,160.61399999992545,798.0569999998534,958.6709999997788,10.0
15,25.0,aten::copy_,4460.05200000101,2551.5640000029343,7011.6160000039445,770.0
16,29.0,aten::transpose,1470.9609999992508,0.0,1470.9609999992508,1390.0
17,30.0,aten::cat,873.5789999984572,8670.789000001005,9544.367999999462,130.0
18,38.0,aten::split_with_sizes,2199.534999999947,0.0,2199.534999999947,759.0
19,39.0,aten::pad,5356.349000001366,786.7949999988023,6143.1440000001685,380.0
20,40.0,aten::squeeze,753.1819999973734,0.0,753.1819999973734,380.0
21,42.0,aten::view,1271.7630000024606,0.0,1271.7630000024606,1700.0
22,45.0,aten::concatenate,605.6370000000588,3748.7460000007377,4354.3830000007965,60.0
23,46.0,aten::contiguous,1340.692000000905,13105.463999997955,14446.15599999886,180.0
24,48.0,aten::chunk,389.0429999991175,0.0,389.0429999991175,60.0
25,565.0,memory,31785.82399999528,31558.22199999858,63344.04599999386,10599.0
