,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,3.0,aten::arange,167.36700000001122,19.840000000022485,187.2070000000337,20.0
1,4.0,aten::unsqueeze,66.3929999999832,0.0,66.3929999999832,50.0
2,5.0,aten::full,109.05899999999778,16.160000000003862,125.21900000000164,10.0
3,7.0,aten::reshape,9.403000000009598,0.0,9.403000000009598,10.0
4,10.0,aten::slice,871.8869999998797,0.0,871.8869999998797,970.0
5,11.0,aten::expand,13.016000000000588,0.0,13.016000000000588,10.0
6,12.0,aten::clone,116.00199999999916,20.83200000000056,136.83399999999972,10.0
7,13.0,aten::to,20630.10000000004,4938.46200000004,25568.56200000008,490.0
8,16.0,aten::masked_fill,137.6120000000081,41.31499999999807,178.92700000000616,10.0
9,17.0,aten::copy_,34.89199999999039,20.35200000000464,55.24399999999503,10.0
10,21.0,aten::view,188.81600000007936,0.0,188.81600000007936,490.0
11,22.0,aten::permute,469.34299999999456,0.0,469.34299999999456,480.0
12,23.0,aten::transpose,137.09599999999523,0.0,137.09599999999523,120.0
13,25.0,aten::empty,83.58600000001547,0.0,83.58600000001547,120.0
14,27.0,aten::detach_,118.91899999999124,0.0,118.91899999999124,120.0
15,28.0,aten::where,1176.1130000000126,6224.174999999941,7400.287999999953,120.0
16,30.0,aten::contiguous,966.9239999999804,362.8190000000183,1329.7429999999986,120.0
17,274.0,memory,25296.527999999988,11643.955000000027,36940.48300000002,3160.0
