,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,223942.887,220332.354,444275.241,10.0
2,aten::embedding,417.8579999999608,298.2130000000053,716.0709999999661,10.0
3,layernormfn,17240.81000000002,16134.3980000003,33375.20800000032,250.0
4,aten::linear,4171.676999999841,105376.35499999997,109548.0319999998,250.0
5,aten::to,2714.873999999838,423.63299999989886,3138.5069999997368,240.0
6,aten::exp,1381.2539999998637,250.5959999998896,1631.8499999997534,240.0
7,aten::neg,1247.227999999806,224.4560000000572,1471.683999999863,240.0
8,aten::reshape,195.79299999987813,0.0,195.79299999987813,240.0
9,mambasplitconv1dscancombinedfn,90079.92099999996,97624.70299999988,187704.6239999999,240.0
10,cudadevicesynchronize,94380.907,0.0,94380.907,10.0
0,GEMM,4171.676999999841,105376.35499999997,109548.0319999998,
0,NonGEMM,23197.816999999366,17331.29600000015,40529.11299999952,
0,SSM_Scan,90079.92099999996,97624.70299999988,187704.6239999999,
