,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,1116671.148,1122728.4239999985,2239399.5719999988,10.0
2,aten::embedding,2126.002999999946,2685.064999999967,4811.067999999913,10.0
3,layernormfn,168899.41700000002,54813.05800000018,223712.4750000002,250.0
4,aten::permute,6533.1849999996575,0.0,6533.1849999996575,480.0
5,aten::reshape,6760.046999999531,0.0,6760.046999999531,480.0
6,aten::matmul,27075.08599999982,247513.88099999988,274588.9669999997,240.0
7,aten::to,70636.14500000111,9124.966999999762,79761.11200000087,720.0
8,aten::exp,15910.011000000766,1261.4629999998529,17171.47400000062,240.0
9,aten::neg,14949.23200000071,990.0200000004388,15939.252000001148,240.0
10,mambainnerfn,426859.9730000012,607482.1029999986,1034342.0759999998,240.0
11,aten::linear,2265.2099999998027,198857.8669999998,201123.0769999996,10.0
12,cudadevicesynchronize,258747.33700000003,0.0,258747.33700000003,10.0
0,GEMM,29340.295999999624,446371.7479999997,475712.0439999993,
0,NonGEMM,285814.0400000017,68874.57300000021,354688.61300000193,
0,SSM_Scan,426859.9730000012,607482.1029999986,1034342.0759999998,
