,name,cpu_time (us),cuda_time (us),total_time (us),count
0,GEMM,3928.5940000022183,1495027.6220000023,1498956.216000005,
1,SSM_Scan,35713.85900000274,1980748.485000006,2016462.344000009,
2,activation,0.0,0.0,0.0,0.0
3,logit_computation,0.0,0.0,0.0,0.0
4,nomralization,19129.01700000249,318886.0209999985,338015.03800000105,250.0
5,arithmetic,2641.608999997826,516.58799999889,3158.196999996716,480.0
6,pooling,0.0,0.0,0.0,0.0
7,interpolation,0.0,0.0,0.0,0.0
8,embedding,379.585000000611,4284.210999999336,4663.795999999948,10.0
9,memory,6640.9080000036365,1752.3189999961323,8393.22699999977,1680.0
10,roi,0.0,0.0,0.0,0.0
11,other,0.0,0.0,0.0,0.0
