,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,3.0,layernormfn,17606.68300000001,1717.0399999999202,19323.722999999933,250.0
1,3.0,nomralization,17606.68300000001,1717.0399999999202,19323.722999999933,250.0
