,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,4520726.468,4517512.514999997,9038238.982999995,10.0
2,aten::embedding,459.6799999995529,4293.521999999879,4753.201999999432,10.0
3,layernormfn,17663.574999999768,318391.7569999993,336055.33199999906,250.0
4,aten::linear,3808.790999999792,1561858.8330000006,1565667.6240000003,250.0
5,aten::to,2696.693999999755,391.84799999907136,3088.541999998826,240.0
6,aten::exp,1436.2699999991682,298.4630000005418,1734.73299999971,240.0
7,aten::neg,1280.6099999985995,221.51299999935145,1502.122999997951,240.0
8,aten::reshape,193.82800000241636,0.0,193.82800000241636,240.0
9,mambasplitconv1dscancombinedfn,91996.87799999626,2632056.578999998,2724053.4569999943,240.0
10,cudadevicesynchronize,4388057.482,0.0,4388057.482,10.0
0,GEMM,3808.790999999792,1561858.8330000006,1565667.6240000003,
0,NonGEMM,23730.65699999926,323597.10299999814,347327.7599999974,
0,SSM_Scan,91996.87799999626,2632056.578999998,2724053.4569999943,
