,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,3.0,aten::arange,86.97500000000576,10.87900000000002,97.85400000000578,10.0
1,4.0,aten::unsqueeze,887.1549999999588,0.0,887.1549999999588,1000.0
2,8.0,aten::slice,2855.738000000133,0.0,2855.738000000133,2940.0
3,9.0,aten::to,229.1710000000133,52.92800000001699,282.0990000000303,70.0
4,10.0,aten::expand,537.3829999999865,0.0,537.3829999999865,490.0
5,12.0,aten::transpose,870.7900000000143,0.0,870.7900000000143,970.0
6,13.0,aten::cat,2962.3269999999056,1912.3349999999464,4874.661999999852,490.0
7,19.0,aten::view,304.7950000000043,0.0,304.7950000000043,720.0
8,22.0,aten::reshape,4473.768999999911,1588.2329999999404,6062.001999999851,720.0
9,23.0,aten::contiguous,3161.548999999826,1495.3060000000548,4656.85499999988,480.0
10,123.0,memory,16369.65199999976,5059.680999999959,21429.332999999715,7890.0
