,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,3.0,aten::arange,113.42899999997977,11.040000000009172,124.46899999998894,10.0
1,4.0,aten::unsqueeze,778.9439999999461,0.0,778.9439999999461,920.0
2,8.0,aten::slice,2647.094000000792,0.0,2647.094000000792,2700.0
3,9.0,aten::to,230.03799999995692,53.21299999994784,283.2509999999048,70.0
4,10.0,aten::expand,500.89400000009846,0.0,500.89400000009846,450.0
5,12.0,aten::transpose,769.3270000000628,0.0,769.3270000000628,890.0
6,13.0,aten::cat,2825.805999999897,2792.298000000113,5618.10400000001,450.0
7,19.0,aten::view,277.73699999968744,0.0,277.73699999968744,660.0
8,22.0,aten::reshape,4138.96499999996,2289.325999999985,6428.290999999945,660.0
9,23.0,aten::contiguous,2775.1059999999407,2160.69000000004,4935.79599999998,440.0
10,123.0,memory,15057.34000000032,7306.5670000000955,22363.907000000414,7250.0
