,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,844904.01,578269.1600000012,1423173.170000001,10.0
2,aten::embedding,2115.0619999998707,1510.5090000000446,3625.5709999999153,10.0
3,layernormfn,157054.89099999928,25355.477999999915,182410.3689999992,250.0
4,aten::permute,6053.409999999295,0.0,6053.409999999295,480.0
5,aten::reshape,6338.357000000517,0.0,6338.357000000517,480.0
6,aten::matmul,23729.44500000107,110740.535,134469.98000000106,240.0
7,aten::to,64695.54200000057,15625.860000000652,80321.40200000122,720.0
8,aten::exp,15290.610999999377,2183.094999999443,17473.70599999882,240.0
9,aten::neg,14024.784999999574,1753.6449999992592,15778.429999998832,240.0
10,mambainnerfn,377907.42499999946,350047.31600000185,727954.7410000013,240.0
11,aten::linear,1682.7359999999026,71052.72199999998,72735.45799999988,10.0
12,cudadevicesynchronize,68808.98800000001,0.0,68808.98800000001,10.0
0,GEMM,25412.181000000972,181793.25699999998,207205.43800000096,
0,NonGEMM,265572.6579999985,46428.586999999316,312001.24499999784,
0,SSM_Scan,377907.42499999946,350047.31600000185,727954.7410000013,
