,name,cpu_time (us),cuda_time (us),total_time (us),count
0,GEMM,25412.18100000097,181793.257,207205.43800000096,
1,SSM_Scan,377907.42499999946,350047.31600000185,727954.7410000013,
2,activation,0.0,0.0,0.0,0.0
3,logit_computation,0.0,0.0,0.0,0.0
4,nomralization,157054.89099999928,25355.477999999915,182410.3689999992,250.0
5,arithmetic,29315.395999998953,3936.7399999987024,33252.135999997656,480.0
6,pooling,0.0,0.0,0.0,0.0
7,interpolation,0.0,0.0,0.0,0.0
8,embedding,2115.0619999998707,1510.5090000000446,3625.5709999999153,10.0
9,memory,77087.30900000039,15625.860000000652,92713.16900000104,1680.0
10,roi,0.0,0.0,0.0,0.0
11,other,0.0,0.0,0.0,0.0
