,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,36.0,aten::argsort,39342.24699999983,9857.67599999898,49199.92299999881,1280.0
1,38.0,aten::lift_fresh,1194.5150000006906,0.0,1194.5150000006906,640.0
2,40.0,torchdynamo cache lookup,7083.607999999309,0.0,7083.607999999309,640.0
3,41.0,torch-compiled region,24522.43800000055,12459.25599999821,36981.69399999876,640.0
4,155.0,other,72142.80800000038,22316.931999997192,94459.73999999758,3200.0
