,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,3.0,aten::arange,90.15899999999468,10.720999999976158,100.87999999997083,10.0
1,4.0,aten::unsqueeze,649.1549999998601,0.0,649.1549999998601,680.0
2,8.0,aten::slice,1999.3100000000427,0.0,1999.3100000000427,1980.0
3,9.0,aten::to,232.55600000001124,51.807999999993456,284.3640000000047,70.0
4,10.0,aten::expand,423.86400000011065,0.0,423.86400000011065,330.0
5,12.0,aten::transpose,597.2150000002543,0.0,597.2150000002543,650.0
6,13.0,aten::cat,2079.72899999985,2108.7120000000896,4188.44099999994,330.0
7,19.0,aten::view,195.6759999999028,0.0,195.6759999999028,480.0
8,22.0,aten::reshape,3060.642,1646.0789999999602,4706.72099999996,480.0
9,23.0,aten::contiguous,1974.16700000028,1538.0440000000958,3512.211000000376,320.0
10,123.0,memory,11302.473000000306,5355.364000000115,16657.83700000042,5330.0
