,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,9.0,aten::eq,2224.689999984125,533.030999985871,2757.720999969996,340.0
1,10.0,aten::any,164.2500000023861,64.79999999725072,229.0499999996368,20.0
2,11.0,aten::is_nonzero,1421.2670000018495,8.830999999178573,1430.0980000010284,10.0
3,22.0,aten::cos,1843.7409999930685,1180.7760000109338,3024.517000004002,320.0
4,23.0,aten::sin,1722.062999997555,1174.3850000011498,2896.4479999987047,320.0
5,24.0,aten::mul,6712.275999988004,263565.08499999216,270277.3609999802,1300.0
6,25.0,aten::neg,4564.05599999109,21365.46599999631,25929.521999987403,810.0
7,26.0,aten::add,7526.304000010765,380113.5450000124,387639.8490000232,1450.0
8,28.0,aten::ge,10518.106000008618,295396.5230000192,305914.62900002784,640.0
9,29.0,aten::__or__,10522.25399999072,497749.2719999808,508271.5259999715,640.0
10,31.0,aten::__and__,21713.52700002008,869632.4490000153,891345.9760000353,1540.0
11,32.0,aten::lt,11142.490000006215,1880.0069999919745,13022.496999998191,1280.0
12,34.0,aten::sum,28346.274999974943,1667831.580999985,1696177.8559999603,1600.0
13,35.0,aten::gt,1698.3320000064462,425.4490000013921,2123.781000007838,320.0
14,43.0,aten::exp,2049.5529999927767,634.2160000070253,2683.768999999802,320.0
15,45.0,aten::div,1995.656000010304,63994.78700000011,65990.44300001042,320.0
16,49.0,aten::sub,7444.681999997792,667546.5860000083,674991.2680000061,290.0
17,50.0,aten::le,4350.86199999473,788633.8450000061,792984.7070000009,290.0
18,526.0,arithmetic,125960.38399997147,5521730.634000011,5647691.017999982,11810.0
