,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,8332914.987000002,8313704.695999962,16646619.682999965,10.0
2,aten::embedding,5182.763999999409,20372.54999999953,25555.31399999894,10.0
3,layernormfn,240728.0939999946,397362.6479999905,638090.7419999851,250.0
4,aten::linear,71185.09700000269,3314186.9580000024,3385372.0550000053,250.0
5,aten::to,39876.109999996734,1721.0119999957078,41597.12199999244,240.0
6,aten::exp,24423.60199999957,1026.7439999881865,25450.34599998776,240.0
7,aten::neg,22735.873999996325,651.125999994536,23386.99999999086,240.0
8,aten::reshape,4355.737999999237,0.0,4355.737999999237,240.0
9,mambasplitconv1dscancombinedfn,1224030.6219999937,4578383.657999991,5802414.279999984,240.0
10,cudadevicesynchronize,6562199.639,0.0,6562199.639,10.0
0,GEMM,71185.09700000269,3314186.9580000024,3385372.0550000053,
0,NonGEMM,337302.1819999859,421134.0799999684,758436.2619999542,
0,SSM_Scan,1224030.6219999937,4578383.657999991,5802414.279999984,
