,name,cpu_time (us),cuda_time (us),total_time (us),count
0,GEMM,54225.996999983945,1522317.2520000122,1576543.248999996,
1,SSM_Scan,37338.93299999604,643998.9480000024,681337.8809999984,
2,activation,1910.8630000060248,58352.07199999223,60262.93499999825,320.0
3,logit_computation,0.0,0.0,0.0,0.0
4,nomralization,158750.5790000119,874999.5239999783,1033750.1029999902,2250.0
5,arithmetic,119563.68199998388,1556405.7160000068,1675969.3979999907,11810.0
6,pooling,0.0,0.0,0.0,0.0
7,interpolation,0.0,0.0,0.0,0.0
8,embedding,186.0229999997355,608.2000000006286,794.2230000003641,10.0
9,memory,4629784.898999962,179486.90499996944,4809271.803999932,36280.0
10,roi,0.0,0.0,0.0,0.0
11,other,87155.84000001135,463506.5909999913,550662.4310000027,3200.0
