,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,9.0,aten::eq,2243.861999995481,503.9489999985093,2747.81099999399,340.0
1,10.0,aten::any,166.40999999932572,53.05699999941328,219.466999998739,20.0
2,11.0,aten::is_nonzero,186.77000000131875,8.962000000532726,195.73200000185147,10.0
3,22.0,aten::cos,1895.238000003908,742.593000005937,2637.831000009845,320.0
4,23.0,aten::sin,1856.374999994928,747.9459999982582,2604.3209999931864,320.0
5,24.0,aten::mul,6877.197999994633,112198.35599999993,119075.55399999456,1300.0
6,25.0,aten::neg,4382.357000000515,4975.010999997281,9357.367999997796,810.0
7,26.0,aten::add,7330.613000006532,169202.6239999964,176533.23700000293,1450.0
8,28.0,aten::ge,10156.388000003384,67027.8990000007,77184.28700000409,640.0
9,29.0,aten::__or__,10226.820999989566,127273.74600000356,137500.5669999931,640.0
10,31.0,aten::__and__,21285.734000006352,215769.63399999752,237055.36800000383,1540.0
11,32.0,aten::lt,11053.41600000858,1827.940000011844,12881.356000020423,1280.0
12,34.0,aten::sum,25951.16399999451,445458.89099999657,471410.0549999911,1600.0
13,35.0,aten::gt,1737.0979999961698,441.255999997039,2178.353999993209,320.0
14,43.0,aten::exp,2030.9629999903784,726.2549999978037,2757.217999988182,320.0
15,45.0,aten::div,1987.595000003681,27893.936000003392,29881.531000007075,320.0
16,49.0,aten::sub,6490.939999993736,168316.36300000845,174807.3030000022,290.0
17,50.0,aten::le,3704.740000000877,213237.2979999937,216942.03799999456,290.0
18,526.0,arithmetic,119563.68199998388,1556405.7160000068,1675969.3979999907,11810.0
