,name,cpu_time (us),cuda_time (us),total_time (us),count
17,causalconv1dfn,5541.915999997757,33789.86299999003,39331.778999987786,320.0
44,selectivescanfn,31797.01699999828,610209.0850000124,642006.1020000107,320.0
0,SSM_Scan,37338.93299999604,643998.9480000024,681337.8809999984,
0,Inference,5566819.561,5299675.207999953,10866494.768999953,
