,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,2.0,aten::arange,20329.18299998439,2257.894999984494,22587.07799996889,2580.0
1,3.0,aten::unsqueeze,7555.287000017603,0.0,7555.287000017603,3890.0
2,4.0,aten::view,1010.888000001916,0.0,1010.888000001916,1310.0
3,6.0,aten::expand,3897.1710000099465,0.0,3897.1710000099465,1290.0
4,7.0,aten::reshape,6715.132999985524,27881.35400000164,34596.486999987166,1000.0
5,8.0,aten::cat,9394.228999997056,57711.11600000338,67105.34500000044,1140.0
6,12.0,aten::item,72.00799999991432,7.742999999627443,79.75099999954176,10.0
7,15.0,aten::transpose,5277.019000037797,0.0,5277.019000037797,4520.0
8,16.0,aten::tensor_split,2478.946000001331,0.0,2478.946000001331,640.0
9,18.0,aten::contiguous,18469.854999975905,53958.10700000169,72427.96199997759,1920.0
10,19.0,aten::slice,10900.917999955356,0.0,10900.917999955356,6480.0
11,20.0,aten::to,34611.21300000493,26211.145000001496,60822.358000006425,7370.0
12,27.0,aten::new_zeros,16292.816000010213,775.8830000042853,17068.699000014498,960.0
13,30.0,aten::new_ones,7444.858999994933,597.0859999946351,8041.944999989568,610.0
14,33.0,aten::permute,598.7839999970026,0.0,598.7839999970026,320.0
15,37.0,aten::where,15172.56900000045,1492.341999983806,16664.910999984255,640.0
16,39.0,aten::index_put_,4465783.509999997,8215.885999992948,4473999.3959999895,640.0
17,42.0,aten::split_with_sizes,999.1659999976208,0.0,999.1659999976208,320.0
18,46.0,aten::empty,255.6759999970982,0.0,255.6759999970982,320.0
19,48.0,aten::ones,2525.6689999963955,378.3480000014242,2904.01699999782,320.0
20,432.0,memory,4629784.898999962,179486.90499996944,4809271.803999932,36280.0
