,name,cpu_time (us),cuda_time (us),total_time (us),count
6,aten::matmul,47339.50000000063,1930659.0039999976,1977998.5039999983,240.0
11,aten::linear,3938.8390000000218,1319917.534,1323856.373,10.0
0,GEMM,51278.339000000655,3250576.537999998,3301854.8769999985,
0,Inference,9883569.875,9862989.278000005,19746559.153000005,
