,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,9.0,aten::eq,2232.242999999592,423.2140000037184,2655.4570000033104,340.0
1,10.0,aten::any,169.2169999999348,44.41699999990195,213.6339999998368,20.0
2,11.0,aten::is_nonzero,166.10499999987474,9.086999999933424,175.19199999980816,10.0
3,22.0,aten::cos,1960.585000001813,425.40099999884126,2385.9860000006543,320.0
4,23.0,aten::sin,1685.0630000004137,425.6690000010831,2110.7320000014965,320.0
5,24.0,aten::mul,6688.604999997942,19252.297999997216,25940.90299999516,1300.0
6,25.0,aten::neg,4591.577999999789,1919.6410000002843,6511.219000000074,810.0
7,26.0,aten::add,7351.785999996871,40098.9259999968,47450.71199999367,1450.0
8,28.0,aten::ge,9818.946999998036,5712.706000001269,15531.652999999304,640.0
9,29.0,aten::__or__,9843.274000000283,4665.618999999126,14508.89299999941,640.0
10,31.0,aten::__and__,20660.1500000005,10084.52299999864,30744.67299999914,1540.0
11,32.0,aten::lt,10842.399999999694,1704.8449999986174,12547.244999998313,1280.0
12,34.0,aten::sum,25074.492999999893,16565.004999997473,41639.497999997366,1600.0
13,35.0,aten::gt,1679.6329999980253,337.47999999957983,2017.112999997605,320.0
14,43.0,aten::exp,2036.5249999989496,746.8520000011708,2783.3770000001205,320.0
15,45.0,aten::div,1774.357999999213,2366.9440000002764,4141.301999999489,320.0
16,49.0,aten::sub,6259.774999997753,7242.879999998629,13502.654999996385,290.0
17,50.0,aten::le,3601.7070000003023,3337.7320000001573,6939.43900000046,290.0
18,526.0,arithmetic,116436.44399998887,115363.23899999273,231799.6829999816,11810.0
