,name,cpu_time (us),cuda_time (us),total_time (us),count
0,GEMM,51008.5389999984,433430.38799999567,484438.92699999415,
1,SSM_Scan,35296.540000000496,202958.7010000002,238255.24100000068,
2,activation,1909.180999998364,10499.66999999935,12408.850999997714,320.0
3,logit_computation,0.0,0.0,0.0,0.0
4,nomralization,157836.00000000183,112671.30800000326,270507.3080000051,2250.0
5,arithmetic,116436.44399998887,115363.23899999273,231799.6829999816,11810.0
6,pooling,0.0,0.0,0.0,0.0
7,interpolation,0.0,0.0,0.0,0.0
8,embedding,196.7739999999244,172.73699999990106,369.5109999998254,10.0
9,memory,565782.7660000089,51082.60800000625,616865.3740000152,36280.0
10,roi,0.0,0.0,0.0,0.0
11,other,81361.3379999972,125449.52899999678,206810.86699999397,3200.0
