,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,773460.1440000002,299683.5269999989,1073143.6709999992,10.0
2,aten::embedding,2254.936999999972,732.8059999998904,2987.742999999862,10.0
3,layernormfn,150519.203000001,11245.485999999748,161764.68900000074,250.0
4,aten::permute,5917.225999999895,0.0,5917.225999999895,480.0
5,aten::reshape,6298.943000000053,0.0,6298.943000000053,480.0
6,aten::matmul,22957.238000000427,55282.45300000013,78239.69100000056,240.0
7,aten::to,62073.49900000071,13694.26299999931,75767.76200000002,720.0
8,aten::exp,14295.414999999535,1876.3399999992955,16171.75499999883,240.0
9,aten::neg,13296.206000000211,1528.335000000041,14824.541000000254,240.0
10,mambainnerfn,364906.5779999998,182171.87300000043,547078.4510000002,240.0
11,aten::linear,1470.542999999816,33151.971000000034,34622.51399999985,10.0
12,cudadevicesynchronize,29769.565999999977,0.0,29769.565999999977,10.0
0,GEMM,24427.781000000243,88434.42400000017,112862.20500000041,
0,NonGEMM,254655.4290000014,29077.22999999828,283732.6589999997,
0,SSM_Scan,364906.5779999998,182171.87300000043,547078.4510000002,
