,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
11,0,GEMM,3549.2680000000773,8402.108000000055,11951.376000000131,
12,0,NonGEMM,23738.00100000009,1474.2890000000295,25212.290000000125,
13,0,SSM_Scan,89570.18300000022,11523.881999999914,101094.06500000012,
