,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,3.0,aten::clone,230.7560000002092,113.34300000004036,344.09900000024953,20.0
1,4.0,aten::zeros,4526.243000000041,707.9710000009426,5234.214000000984,760.0
2,5.0,aten::empty,135.9940000002032,0.0,135.9940000002032,760.0
3,6.0,aten::to,4804.711000000665,586.3400000008817,5391.0510000015465,1210.0
4,8.0,aten::detach_,241.4559999988057,0.0,241.4559999988057,760.0
5,9.0,aten::arange,179.58200000000693,16.544000000062624,196.12600000006955,20.0
6,10.0,aten::unsqueeze,194.53200000025845,0.0,194.53200000025845,200.0
7,11.0,aten::select,25.2619999999622,0.0,25.2619999999622,10.0
8,13.0,aten::item,384.7120000001066,17.983000000006086,402.6950000001127,20.0
9,14.0,aten::full,66.97199999985628,40.64100000003009,107.61299999988636,10.0
10,16.0,aten::reshape,73.38700000013273,0.0,73.38700000013273,70.0
11,19.0,aten::slice,1074.1290000008398,0.0,1074.1290000008398,900.0
12,20.0,aten::expand,26.155000000108885,0.0,26.155000000108885,20.0
13,21.0,aten::alias,19.16600000003109,0.0,19.16600000003109,20.0
14,24.0,aten::masked_fill,153.28500000010968,116.03299999980254,269.3179999999122,10.0
15,25.0,aten::copy_,4143.067000001367,1237.6810000002658,5380.748000001633,770.0
16,29.0,aten::transpose,1356.1650000002835,0.0,1356.1650000002835,1390.0
17,30.0,aten::cat,877.9480000000647,3270.056999999767,4148.004999999832,130.0
18,38.0,aten::split_with_sizes,1902.8899999997489,0.0,1902.8899999997489,759.0
19,39.0,aten::pad,4859.454999999268,686.8889999996941,5546.343999998962,380.0
20,40.0,aten::squeeze,612.0299999992237,0.0,612.0299999992237,380.0
21,42.0,aten::view,1198.5789999970557,0.0,1198.5789999970557,1700.0
22,45.0,aten::concatenate,532.0820000006024,1890.994000000168,2423.0760000007704,60.0
23,46.0,aten::contiguous,1295.3489999996143,5426.9709999994775,6722.319999999092,180.0
24,48.0,aten::chunk,353.5489999999754,0.0,353.5489999999754,60.0
25,565.0,memory,29267.455999998543,14111.447000001139,43378.90299999968,10599.0
