,name,total_time (us),pct
0,GEMM,546157.3000000018,33.13425689731183
1,SSM_Scan,203926.3069999992,12.371795898833597
2,activation,4934.972000000018,0.2993947531764947
3,logit_computation,0.0,0.0
4,nomralization,220090.01000000417,13.352415012803167
5,arithmetic,629102.1179999987,38.16635096235987
6,pooling,0.0,0.0
7,interpolation,0.0,0.0
8,embedding,441.3820000000656,0.026777751717044548
9,memory,43378.90299999968,2.6317101610205618
10,roi,0.0,0.0
11,other,285.13499999962903,0.01729856277743186
