,256,512,1024,2048,4096,8192,16384,32768
GEMM,12.48751247032353,19.381667122434585,20.36998969907028,23.56559166091021,27.06263449691181,31.387483801658465,34.036761413535295,38.03420283617467
SSM_Scan,70.75265404643729,66.7563297400763,65.81487032921224,62.97731181255352,62.15820260773013,59.802820442645256,58.337868707564944,52.839037056625685
activation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logit_computation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nomralization,11.87425053946869,10.068051833429378,10.263777427306676,9.875156000683322,8.471720508788193,7.11912187223365,6.415407817159158,6.0213806361498925
arithmetic,2.4146164042847547,1.8511417707978008,1.7467140583588596,1.6547228149701836,1.077850392748235,0.7538534950290195,0.4910140058066799,0.4011158528657131
pooling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interpolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
embedding,0.2538152484546956,0.2283858853131909,0.235653958017143,0.2034935360749592,0.203989403965272,0.2260496304571682,0.2569348689994845,1.7757999727742144
memory,2.217151291031022,1.7144236479487276,1.568994528034821,1.7237241748077947,1.0256025898563512,0.7106707579764477,0.462013186934428,0.9284636454098252
roi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
