,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,1907493.549,1904512.4820000052,3812006.031000005,10.0
2,aten::embedding,374.2190000000961,2200.79499999989,2575.013999999986,10.0
3,layernormfn,19339.62999999981,156522.43699999858,175862.06699999838,250.0
4,aten::permute,509.22100000033953,0.0,509.22100000033953,480.0
5,aten::reshape,514.833999999801,0.0,514.833999999801,480.0
6,aten::matmul,3181.2229999975484,446947.4430000004,450128.66599999793,240.0
7,aten::to,6444.891999997367,1758.7870000012986,8203.678999998665,720.0
8,aten::exp,1382.820999999349,289.2500000001687,1672.0709999995177,240.0
9,aten::neg,1268.8589999995384,229.31200000131048,1498.1710000008488,240.0
10,mambainnerfn,34131.29600000036,987712.861000004,1021844.1570000042,240.0
11,aten::linear,154.91099999993276,308843.46900000016,308998.38000000006,10.0
12,cudadevicesynchronize,1827843.701,8.127999999793246,1827851.829,10.0
0,GEMM,3336.133999997481,755790.9120000005,759127.045999998,
0,NonGEMM,29834.4759999963,161000.58100000126,190835.05699999756,
0,SSM_Scan,34131.29600000036,987712.861000004,1021844.1570000042,
