,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,37.0,aten::argsort,968299.4599999932,26774.822999995293,995074.2829999884,1280.0
1,40.0,torchdynamo cache lookup,74627.01499998884,0.0,74627.01499998884,640.0
2,77.0,other,1042926.474999982,26774.822999995293,1069701.2979999771,1920.0
