,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,1362589.186,979950.0120000044,2342539.1980000045,10.0
2,aten::embedding,1602.903999999912,2634.8449999996515,4237.748999999563,10.0
3,layernormfn,155557.46800000023,50092.466999999306,205649.93499999956,250.0
4,aten::linear,57680.17199999974,433072.82400000026,490752.996,250.0
5,aten::to,31248.578000001795,1464.6660000015186,32713.244000003317,240.0
6,aten::exp,17446.59599999949,903.2540000013772,18349.850000000864,240.0
7,aten::neg,15512.317000000308,597.404,16109.721000000309,240.0
8,aten::reshape,3183.279000000133,0.0,3183.279000000133,240.0
9,mambasplitconv1dscancombinedfn,820316.7629999998,491184.5520000023,1311501.315000002,240.0
10,cudadevicesynchronize,162301.69999999984,0.0,162301.69999999984,10.0
0,GEMM,57680.17199999974,433072.82400000026,490752.996,
0,NonGEMM,224551.14200000186,55692.636000001854,280243.7780000038,
0,SSM_Scan,820316.7629999998,491184.5520000023,1311501.315000002,
