,name,cpu_time (us),cuda_time (us),total_time (us),count
0,GEMM,35685.054999994856,6599438.354000041,6635123.409000035,
1,SSM_Scan,145577.10100000803,683531.2400000035,829108.3410000114,
2,activation,404.635999998427,35276.64500000031,35681.28099999874,60.0
3,logit_computation,0.0,0.0,0.0,0.0
4,nomralization,83333.31199997145,2452502.193999995,2535835.5059999665,890.0
5,arithmetic,9999985.230000015,528830.7930000087,10528816.023000028,5160.0
6,pooling,0.0,0.0,0.0,0.0
7,interpolation,0.0,0.0,0.0,0.0
8,embedding,300.07300000203213,1460.527000000462,1760.6000000024942,10.0
9,memory,46505.686999963014,178741.32099998184,225247.00799994482,10597.0
10,roi,0.0,0.0,0.0,0.0
11,other,100.76399998787565,11281.892999998036,11382.656999985913,770.0
