,name,cpu_time (us),cuda_time (us),total_time (us),count
2,aten::embedding,2531.4979999996613,10214.348999999664,12745.846999999329,10.0
3,layernormfn,204715.3349999951,196697.5670000022,401412.9019999973,250.0
5,aten::to,34356.31599999692,1778.1600000037915,36134.47600000072,240.0
6,aten::exp,20677.319999997308,1088.8710000028575,21766.191000000166,240.0
7,aten::neg,20011.216999999106,728.7500000035334,20739.96700000264,240.0
8,aten::reshape,3936.8159999996033,0.0,3936.8159999996033,240.0
0,NonGEMM,286228.50199998775,210507.69700001203,496736.19899999973,
0,Inference,4180012.911,4166190.504000003,8346203.415000003,
