,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,9.0,aten::eq,2238.0289999979814,490.3649999998349,2728.393999997816,340.0
1,10.0,aten::any,180.94699999972383,45.56800000030245,226.5150000000263,20.0
2,11.0,aten::is_nonzero,182.4649999998824,9.055000000327825,191.52000000021025,10.0
3,22.0,aten::cos,1878.8139999979555,495.99599999976886,2374.809999997724,320.0
4,23.0,aten::sin,1624.1850000043023,540.0699999990077,2164.2550000033098,320.0
5,24.0,aten::mul,6847.382999999308,55280.87899999845,62128.26199999776,1300.0
6,25.0,aten::neg,4348.68100000312,2802.7000000024127,7151.381000005533,810.0
7,26.0,aten::add,7352.253000001769,81891.11600000504,89243.36900000682,1450.0
8,28.0,aten::ge,9950.129999999112,18203.96800000119,28154.098000000304,640.0
9,29.0,aten::__or__,10095.019999998103,13495.802000002122,23590.822000000226,640.0
10,31.0,aten::__and__,20996.39999999773,37226.20099999948,58222.600999997216,1540.0
11,32.0,aten::lt,11096.00599999873,1721.4289999976363,12817.434999996369,1280.0
12,34.0,aten::sum,25891.926999999843,129775.21300000156,155667.1400000014,1600.0
13,35.0,aten::gt,1769.62600000116,426.9080000004224,2196.534000001582,320.0
14,43.0,aten::exp,2099.505999998141,545.5719999992934,2645.0779999974343,320.0
15,45.0,aten::div,1772.8870000036536,5471.931000003244,7244.818000006897,320.0
16,49.0,aten::sub,6487.853999998175,40396.19799999791,46884.05199999608,290.0
17,50.0,aten::le,3745.205999998835,65221.88399999865,68967.0899999975,290.0
18,526.0,arithmetic,118557.31899999753,454040.8550000066,572598.1740000042,11810.0
