,Unnamed: 0,name,cpu_time (us),cuda_time (us),total_time (us),count
0,2.0,aten::arange,20265.583999998995,2230.505000013361,22496.089000012355,2580.0
1,3.0,aten::unsqueeze,7291.544999988369,0.0,7291.544999988369,3890.0
2,4.0,aten::view,1015.8639999942144,0.0,1015.8639999942144,1310.0
3,6.0,aten::expand,3774.391999997511,0.0,3774.391999997511,1290.0
4,7.0,aten::reshape,6618.953999997733,14549.274999997891,21168.228999995627,1000.0
5,8.0,aten::cat,9379.959999996789,21653.2269999961,31033.18699999289,1140.0
6,12.0,aten::item,70.47900000030177,7.646999999876357,78.12600000017812,10.0
7,15.0,aten::transpose,5078.157999999602,0.0,5078.157999999602,4520.0
8,16.0,aten::tensor_split,2406.490000001933,0.0,2406.490000001933,640.0
9,18.0,aten::contiguous,17966.112000003108,20557.018999998203,38523.13100000131,1920.0
10,19.0,aten::slice,10848.274999987843,0.0,10848.274999987843,6480.0
11,20.0,aten::to,34816.55899998071,17305.36700000833,52121.92599998904,7370.0
12,27.0,aten::new_zeros,16154.548999994106,776.4199999994712,16930.968999993576,960.0
13,30.0,aten::new_ones,7333.461999994613,479.8179999990705,7813.279999993684,610.0
14,33.0,aten::permute,590.5679999993238,0.0,590.5679999993238,320.0
15,37.0,aten::where,15066.391000002182,1525.7590000004575,16592.15000000264,640.0
16,39.0,aten::index_put_,1516986.051999997,6258.997000004709,1523245.0490000015,640.0
17,42.0,aten::split_with_sizes,1038.809000000094,0.0,1038.809000000094,320.0
18,46.0,aten::empty,268.8249999963914,0.0,268.8249999963914,320.0
19,48.0,aten::ones,2525.587000001657,364.7310000003363,2890.318000001994,320.0
20,432.0,memory,1679496.6149999327,85708.7650000178,1765205.3799999503,36280.0
