,name,cpu_time (us),cuda_time (us),total_time (us),count
0,profilerstep*,0.0,0.0,0.0,0.0
1,inference_prof,2096182.886,2082144.461,4178327.347,10.0
2,aten::embedding,1666.1039999995874,5152.550999999965,6818.654999999552,10.0
3,layernormfn,184581.49100000065,98598.60699999952,283180.0980000001,250.0
4,aten::linear,49737.434000001085,854872.1409999989,904609.575,250.0
5,aten::to,29571.76099999923,1389.3230000010112,30961.084000000243,240.0
6,aten::exp,17791.130999997033,866.7820000003471,18657.91299999738,240.0
7,aten::neg,16791.49600000189,579.374000001244,17370.870000003135,240.0
8,aten::reshape,3321.237000001568,0.0,3321.237000001568,240.0
9,mambasplitconv1dscancombinedfn,957443.7729999996,1120288.3579999986,2077732.1309999984,240.0
10,cudadevicesynchronize,732961.3420000001,0.0,732961.3420000001,10.0
0,GEMM,49737.434000001085,854872.1409999989,904609.575,
0,NonGEMM,253723.21999999994,106586.63700000208,360309.85700000206,
0,SSM_Scan,957443.7729999996,1120288.3579999986,2077732.1309999984,
