,name,cpu_time (us),cuda_time (us),total_time (us),count
9,mambasplitconv1dscancombinedfn,957443.7729999996,1120288.3579999986,2077732.1309999984,240.0
0,SSM_Scan,957443.7729999996,1120288.3579999986,2077732.1309999984,
0,Inference,2096182.886,2082144.461,4178327.347,
